uni_name,foundation_year,type,city,region,year
GEDİZ ÜNİVERSİTESİ,31.07.2008,VAKIF,İzmir,EGE,2012
GİRESUN ÜNİVERSİTESİ,17.03.2006,DEVLET,Giresun,KARADENİZ,2012
GÜMÜŞHANE ÜNİVERSİTESİ,22.05.2008,DEVLET,Gümüşhane,KARADENİZ,2012
HACETTEPE ÜNİVERSİTESİ,08.07.1967,DEVLET,Ankara,İÇ ANADOLU,2012
HAKKARİ ÜNİVERSİTESİ,31.05.2008,DEVLET,Hakkari,DOĞU ANADOLU,2012
HALİÇ ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2012
HARRAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Şanlıurfa,GÜNEYDOĞU ANADOLU,2012
HASAN KALYONCU ÜNİVERSİTESİ,31.07.2008,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2012
HİTİT ÜNİVERSİTESİ,17.03.2006,DEVLET,Çorum,KARADENİZ,2012
IĞDIR ÜNİVERSİTESİ,22.05.2008,DEVLET,Iğdır,DOĞU ANADOLU,2012
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2012
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,22.05.1985,VAKIF,Ankara,İÇ ANADOLU,2012
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,2012
İPEK ÜNİVERSİTESİ,18.06.2011,VAKIF,Ankara,İÇ ANADOLU,2012
İSTANBUL AREL ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2012
İSTANBUL AYDIN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2012
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2012
İSTANBUL BİLİM ÜNİVERSİTESİ,28.03.2006,VAKIF,İstanbul,MARMARA,2012
İSTANBUL GELİŞİM ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2012
İSTANBUL KAVRAM MESLEK YÜKSEKOKULU,12.07.2008,VAKIF MYO,İstanbul,MARMARA,2012
İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2012
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2012
İSTANBUL MEDENİYET ÜNİVERSİTESİ,21.07.2010,DEVLET,İstanbul,MARMARA,2012
İSTANBUL MEDİPOL ÜNİVERSİTESİ,07.07.2009,VAKIF,İstanbul,MARMARA,2012
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2012
İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,İstanbul,MARMARA,2012
İSTANBUL ŞEHİR ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2012
İSTANBUL ŞİŞLİ MESLEK YÜKSEKOKULU,18.05.2012,VAKIF MYO,İstanbul,MARMARA,2012
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,2012
İSTANBUL TİCARET ÜNİVERSİTESİ,14.04.2001,VAKIF,İstanbul,MARMARA,2012
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,2012
İSTANBUL 29 MAYIS ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2012
İZMİR EKONOMİ ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2012
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,21.07.2010,DEVLET,İzmir,EGE,2012
İZMİR ÜNİVERSİTESİ,18.05.2007,VAKIF,İzmir,EGE,2012
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,2012
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,2012
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,2012
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,2012
KAPADOKYA MESLEK YÜKSEKOKULU,16.09.2005,VAKIF MYO,Nevşehir,İÇ ANADOLU,2012
KARABÜK ÜNİVERSİTESİ,29.05.2007,DEVLET,Karabük,KARADENİZ,2012
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,2012
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,29.05.2007,DEVLET,Karaman,İÇ ANADOLU,2012
KASTAMONU ÜNİVERSİTESİ,17.03.2006,DEVLET,Kastamonu,KARADENİZ,2012
KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Kırıkkale,İÇ ANADOLU,2012
KIRKLARELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Kırklareli,MARMARA,2012
KİLİS 7 ARALIK ÜNİVERSİTESİ,29.05.2007,DEVLET,Kilis,GÜNEYDOĞU ANADOLU,2012
KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,2012
KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İstanbul,MARMARA,2012
KTO KARATAY ÜNİVERSİTESİ,07.07.2009,VAKIF,Konya,İÇ ANADOLU,2012
MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2012
MARDİN ARTUKLU ÜNİVERSİTESİ,29.05.2007,DEVLET,Mardin,GÜNEYDOĞU ANADOLU,2012
MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2012
MEF ÜNİVERSİTESİ,27.04.2012,VAKIF,İstanbul,MARMARA,2012
MEHMET AKİF ERSOY ÜNİVERSİTESİ,17.03.2006,DEVLET,Burdur,AKDENİZ,2012
MELİKŞAH ÜNİVERSİTESİ,31.07.2008,VAKIF,Kayseri,İÇ ANADOLU,2012
MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,Mersin,AKDENİZ,2012
MEVLANA ÜNİVERSİTESİ,07.07.2009,VAKIF,Konya,İÇ ANADOLU,2012
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2012
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Muğla,EGE,2012
MURAT HÜDAVENDİGAR ÜNİVERSİTESİ,31.05.2012,VAKIF,İstanbul,MARMARA,2012
MUSTAFA KEMAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Hatay,AKDENİZ,2012
MUŞ ALPARSLAN ÜNİVERSİTESİ,29.05.2007,DEVLET,Muş,DOĞU ANADOLU,2012
NAMIK KEMAL ÜNİVERSİTESİ,17.03.2006,DEVLET,Tekirdağ,MARMARA,2012
NECMETTİN ERBAKAN ÜNİVERSİTESİ,11.04.2012,DEVLET,Konya,İÇ ANADOLU,2012
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Nevşehir,İÇ ANADOLU,2012
NEVŞEHİR ÜNİVERSİTESİ,29.05.2007,DEVLET,Nevşehir,İÇ ANADOLU,2012
NİĞDE ÜNİVERSİTESİ,11.07.1992,DEVLET,Niğde,İÇ ANADOLU,2012
NİŞANTAŞI ÜNİVERSİTESİ,17.09.2009,VAKIF,İstanbul,MARMARA,2012
NUH NACİ YAZGAN ÜNİVERSİTESİ,07.07.2009,VAKIF,Kayseri,İÇ ANADOLU,2012
OKAN ÜNİVERSİTESİ,18.12.1999,VAKIF,İstanbul,MARMARA,2012
ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,Samsun,KARADENİZ,2012
ORDU ÜNİVERSİTESİ,17.03.2006,DEVLET,Ordu,KARADENİZ,2012
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,Ankara,İÇ ANADOLU,2012
OSMANİYE KORKUT ATA ÜNİVERSİTESİ,29.05.2007,DEVLET,Osmaniye,AKDENİZ,2012
ÖZYEĞİN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2012
PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Denizli,EGE,2012
PİRİ REİS ÜNİVERSİTESİ,30.01.2008,VAKIF,İstanbul,MARMARA,2012
PLATO MESLEK YÜKSEKOKULU,01.01.2009,VAKIF MYO,İstanbul,MARMARA,2012
RECEP TAYYİP ERDOĞAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Rize,KARADENİZ,2012
SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2012
SAKARYA ÜNİVERSİTESİ,11.07.1992,DEVLET,Sakarya,MARMARA,2012
SELÇUK ÜNİVERSİTESİ,11.04.1975,DEVLET,Konya,İÇ ANADOLU,2012
SİİRT ÜNİVERSİTESİ,29.05.2007,DEVLET,Siirt,GÜNEYDOĞU ANADOLU,2012
SİNOP ÜNİVERSİTESİ,29.05.2007,DEVLET,Sinop,KARADENİZ,2012
SÜLEYMAN DEMİREL ÜNİVERSİTESİ,11.07.1992,DEVLET,Isparta,AKDENİZ,2012
SÜLEYMAN ŞAH ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2012
ŞIRNAK ÜNİVERSİTESİ,22.05.2008,DEVLET,Şırnak,GÜNEYDOĞU ANADOLU,2012
ŞİFA ÜNİVERSİTESİ,10.12.2010,VAKIF,İzmir,EGE,2012
TED ÜNİVERSİTESİ,07.07.2009,VAKIF,Ankara,İÇ ANADOLU,2012
TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ,01.07.2003,VAKIF,Ankara,İÇ ANADOLU,2012
TOROS ÜNİVERSİTESİ,07.07.2009,VAKIF,Mersin,AKDENİZ,2012
TRAKYA ÜNİVERSİTESİ,20.07.1982,DEVLET,Edirne,MARMARA,2012
TUNCELİ ÜNİVERSİTESİ,22.05.2008,DEVLET,Tunceli,DOĞU ANADOLU,2012
TURGUT ÖZAL ÜNİVERSİTESİ,07.07.2009,VAKIF,Ankara,İÇ ANADOLU,2012
TÜRK HAVA KURUMU ÜNİVERSİTESİ,03.03.2011,VAKIF,Ankara,İÇ ANADOLU,2012
TÜRK-ALMAN ÜNİVERSİTESİ,07.11.2010,DEVLET,İstanbul,MARMARA,2012
UFUK ÜNİVERSİTESİ,18.12.1999,VAKIF,Ankara,İÇ ANADOLU,2012
ULUDAĞ ÜNİVERSİTESİ,11.04.1975,DEVLET,Bursa,MARMARA,2012
ULUSLARARASI ANTALYA ÜNİVERSİTESİ,21.07.2010,VAKIF,Antalya,AKDENİZ,2012
UŞAK ÜNİVERSİTESİ,17.03.2006,DEVLET,Uşak,EGE,2012
ÜSKÜDAR ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2012
YALOVA ÜNİVERSİTESİ,22.05.2008,DEVLET,Yalova,MARMARA,2012
YAŞAR ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2012
YEDİTEPE ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2012
YENİ YÜZYIL ÜNİVERSİTESİ,28.02.2009,VAKIF,İstanbul,MARMARA,2012
YILDIRIM BEYAZIT ÜNİVERSİTESİ,21.07.2010,DEVLET,Ankara,İÇ ANADOLU,2012
YILDIZ TEKNİK ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2012
YÜZÜNCÜ YIL ÜNİVERSİTESİ,20.07.1982,DEVLET,Van,DOĞU ANADOLU,2012
ZİRVE ÜNİVERSİTESİ,28.02.2009,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2012
ABANT İZZET BAYSAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Bolu,KARADENİZ,2011
ABDULLAH GÜL ÜNİVERSİTESİ,21.07.2010,DEVLET,Kayseri,İÇ ANADOLU,2011
ACIBADEM ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2011
ADANA BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,14.04.2011,DEVLET,Adana,AKDENİZ,2011
ADIYAMAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Adıyaman,GÜNEYDOĞU ANADOLU,2011
ADNAN MENDERES ÜNİVERSİTESİ,11.07.1992,DEVLET,Aydın,EGE,2011
AFYON KOCATEPE ÜNİVERSİTESİ,11.07.1992,DEVLET,Afyonkarahisar,EGE,2011
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ,29.05.2007,DEVLET,Ağrı,DOĞU ANADOLU,2011
AHİ EVRAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Kırşehir,İÇ ANADOLU,2011
AKDENİZ ÜNİVERSİTESİ,20.07.1982,DEVLET,Antalya,AKDENİZ,2011
AKSARAY ÜNİVERSİTESİ,17.03.2006,DEVLET,Aksaray,İÇ ANADOLU,2011
ALANYA HAMDULLAH EMİN PAŞA ÜNİVERSİTESİ,03.03.2011,VAKIF,Antalya,AKDENİZ,2011
AMASYA ÜNİVERSİTESİ,17.03.2006,DEVLET,Amasya,KARADENİZ,2011
ANADOLU ÜNİVERSİTESİ,30.11.1973,DEVLET,Eskişehir,İÇ ANADOLU,2011
ANKARA BİLGE ÜNİVERSİTESİ,03.03.2011,VAKIF,Ankara,İÇ ANADOLU,2011
ANKARA ÜNİVERSİTESİ,13.06.1946,DEVLET,Ankara,İÇ ANADOLU,2011
ARDAHAN ÜNİVERSİTESİ,22.05.2008,DEVLET,Ardahan,DOĞU ANADOLU,2011
ARTVİN ÇORUH ÜNİVERSİTESİ,29.05.2007,DEVLET,Artvin,KARADENİZ,2011
ATATÜRK ÜNİVERSİTESİ,31.05.1957,DEVLET,Erzurum,DOĞU ANADOLU,2011
ATILIM ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2011
AVRASYA ÜNİVERSİTESİ,10.12.2010,VAKIF,Trabzon,KARADENİZ,2011
AVRUPA MESLEK YÜKSEKOKULU,05.09.2009,VAKIF MYO,Kocaeli,MARMARA,2011
BAHÇEŞEHİR ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2011
BALIKESİR ÜNİVERSİTESİ,11.07.1992,DEVLET,Balıkesir,MARMARA,2011
BARTIN ÜNİVERSİTESİ,22.05.2008,DEVLET,Bartın,KARADENİZ,2011
BAŞKENT ÜNİVERSİTESİ,15.01.1994,VAKIF,Ankara,İÇ ANADOLU,2011
BATMAN ÜNİVERSİTESİ,29.05.2007,DEVLET,Batman,GÜNEYDOĞU ANADOLU,2011
BAYBURT ÜNİVERSİTESİ,22.05.2008,DEVLET,Bayburt,KARADENİZ,2011
BEYKENT ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2011
BEYKOZ LOJİSTİK MESLEK YÜKSEKOKULU,06.08.2008,VAKIF MYO,İstanbul,MARMARA,2011
BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2011
BİLECİK ÜNİVERSİTESİ,29.05.2007,DEVLET,Bilecik,MARMARA,2011
BİNGÖL ÜNİVERSİTESİ,29.05.2007,DEVLET,Bingöl,DOĞU ANADOLU,2011
BİTLİS EREN ÜNİVERSİTESİ,29.05.2007,DEVLET,Bitlis,DOĞU ANADOLU,2011
BOĞAZİÇİ ÜNİVERSİTESİ,12.09.1971,DEVLET,İstanbul,MARMARA,2011
BOZOK ÜNİVERSİTESİ,17.03.2006,DEVLET,Yozgat,İÇ ANADOLU,2011
BURSA ORHANGAZİ ÜNİVERSİTESİ,03.03.2011,VAKIF,Bursa,MARMARA,2011
BURSA TEKNİK ÜNİVERSİTESİ,21.07.2010,DEVLET,Bursa,MARMARA,2011
BÜLENT ECEVİT ÜNİVERSİTESİ,11.07.1992,DEVLET,Zonguldak,KARADENİZ,2011
CANİK BAŞARI ÜNİVERSİTESİ,24.04.2010,VAKIF,Samsun,KARADENİZ,2011
CELÂL BAYAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Manisa,EGE,2011
CUMHURİYET ÜNİVERSİTESİ,09.02.1974,DEVLET,Sivas,İÇ ANADOLU,2011
ÇAĞ ÜNİVERSİTESİ,15.07.1997,VAKIF,Mersin,AKDENİZ,2011
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,11.07.1992,DEVLET,Çanakkale,MARMARA,2011
ÇANKAYA ÜNİVERSİTESİ,15.07.1997,VAKIF,Ankara,İÇ ANADOLU,2011
ÇANKIRI KARATEKİN ÜNİVERSİTESİ,29.05.2007,DEVLET,Çankırı,İÇ ANADOLU,2011
ÇUKUROVA ÜNİVERSİTESİ,30.11.1973,DEVLET,Adana,AKDENİZ,2011
DİCLE ÜNİVERSİTESİ,30.11.1973,DEVLET,Diyarbakır,GÜNEYDOĞU ANADOLU,2011
DOĞUŞ ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2011
DOKUZ EYLÜL ÜNİVERSİTESİ,20.07.1982,DEVLET,İzmir,EGE,2011
DUMLUPINAR ÜNİVERSİTESİ,11.07.1992,DEVLET,Kütahya,EGE,2011
DÜZCE ÜNİVERSİTESİ,17.03.2006,DEVLET,Düzce,KARADENİZ,2011
EGE ÜNİVERSİTESİ,01.01.1955,DEVLET,İzmir,EGE,2011
ERCİYES ÜNİVERSİTESİ,20.07.1982,DEVLET,Kayseri,İÇ ANADOLU,2011
ERZİNCAN ÜNİVERSİTESİ,17.03.2006,DEVLET,Erzincan,DOĞU ANADOLU,2011
ERZURUM TEKNİK ÜNİVERSİTESİ,21.07.2010,DEVLET,Erzurum,DOĞU ANADOLU,2011
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,18.08.1993,DEVLET,Eskişehir,İÇ ANADOLU,2011
FARUK SARAÇ TASARIM MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,Bursa,MARMARA,2011
FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2011
FATİH ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2011
FIRAT ÜNİVERSİTESİ,11.04.1975,DEVLET,Elazığ,DOĞU ANADOLU,2011
GALATASARAY ÜNİVERSİTESİ,06.06.1994,DEVLET,İstanbul,MARMARA,2011
GAZİ ÜNİVERSİTESİ,20.07.1982,DEVLET,Ankara,İÇ ANADOLU,2011
GAZİANTEP ÜNİVERSİTESİ,27.06.1987,DEVLET,Gaziantep,GÜNEYDOĞU ANADOLU,2011
GAZİOSMANPAŞA ÜNİVERSİTESİ,11.07.1992,DEVLET,Tokat,KARADENİZ,2011
GEBZE YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,Kocaeli,MARMARA,2011
GEDİK ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2011
GEDİZ ÜNİVERSİTESİ,31.07.2008,VAKIF,İzmir,EGE,2011
GİRESUN ÜNİVERSİTESİ,17.03.2006,DEVLET,Giresun,KARADENİZ,2011
GÜMÜŞHANE ÜNİVERSİTESİ,22.05.2008,DEVLET,Gümüşhane,KARADENİZ,2011
HACETTEPE ÜNİVERSİTESİ,08.07.1967,DEVLET,Ankara,İÇ ANADOLU,2011
HAKKARİ ÜNİVERSİTESİ,31.05.2008,DEVLET,Hakkari,DOĞU ANADOLU,2011
HALİÇ ÜNİVERSİTESİ,18.01.1998,VAKIF,İstanbul,MARMARA,2011
HARRAN ÜNİVERSİTESİ,11.07.1992,DEVLET,Şanlıurfa,GÜNEYDOĞU ANADOLU,2011
HASAN KALYONCU ÜNİVERSİTESİ,31.07.2008,VAKIF,Gaziantep,GÜNEYDOĞU ANADOLU,2011
HİTİT ÜNİVERSİTESİ,17.03.2006,DEVLET,Çorum,KARADENİZ,2011
IĞDIR ÜNİVERSİTESİ,22.05.2008,DEVLET,Iğdır,DOĞU ANADOLU,2011
IŞIK ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2011
İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ,22.05.1985,VAKIF,Ankara,İÇ ANADOLU,2011
İNÖNÜ ÜNİVERSİTESİ,03.04.1975,DEVLET,Malatya,DOĞU ANADOLU,2011
İPEK ÜNİVERSİTESİ,18.06.2011,VAKIF,Ankara,İÇ ANADOLU,2011
İSTANBUL AREL ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2011
İSTANBUL AYDIN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2011
İSTANBUL BİLGİ ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2011
İSTANBUL BİLİM ÜNİVERSİTESİ,28.03.2006,VAKIF,İstanbul,MARMARA,2011
İSTANBUL GELİŞİM ÜNİVERSİTESİ,03.03.2011,VAKIF,İstanbul,MARMARA,2011
İSTANBUL KAVRAM MESLEK YÜKSEKOKULU,12.07.2008,VAKIF MYO,İstanbul,MARMARA,2011
İSTANBUL KEMERBURGAZ ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2011
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2011
İSTANBUL MEDENİYET ÜNİVERSİTESİ,21.07.2010,DEVLET,İstanbul,MARMARA,2011
İSTANBUL MEDİPOL ÜNİVERSİTESİ,07.07.2009,VAKIF,İstanbul,MARMARA,2011
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2011
İSTANBUL SAĞLIK VE SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,06.03.2010,VAKIF MYO,İstanbul,MARMARA,2011
İSTANBUL ŞEHİR ÜNİVERSİTESİ,22.05.2008,VAKIF,İstanbul,MARMARA,2011
İSTANBUL TEKNİK ÜNİVERSİTESİ,01.01.1944,DEVLET,İstanbul,MARMARA,2011
İSTANBUL TİCARET ÜNİVERSİTESİ,14.04.2001,VAKIF,İstanbul,MARMARA,2011
İSTANBUL ÜNİVERSİTESİ,18.11.1933,DEVLET,İstanbul,MARMARA,2011
İSTANBUL 29 MAYIS ÜNİVERSİTESİ,24.04.2010,VAKIF,İstanbul,MARMARA,2011
İZMİR EKONOMİ ÜNİVERSİTESİ,14.04.2001,VAKIF,İzmir,EGE,2011
İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,21.07.2010,DEVLET,İzmir,EGE,2011
İZMİR ÜNİVERSİTESİ,18.05.2007,VAKIF,İzmir,EGE,2011
İZMİR YÜKSEK TEKNOLOJİ ENSTİTÜSÜ,11.07.1992,DEVLET,İzmir,EGE,2011
KADİR HAS ÜNİVERSİTESİ,30.05.1997,VAKIF,İstanbul,MARMARA,2011
KAFKAS ÜNİVERSİTESİ,11.07.1992,DEVLET,Kars,DOĞU ANADOLU,2011
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ,11.07.1992,DEVLET,Kahramanmaraş,AKDENİZ,2011
KAPADOKYA MESLEK YÜKSEKOKULU,16.09.2005,VAKIF MYO,Nevşehir,İÇ ANADOLU,2011
KARABÜK ÜNİVERSİTESİ,29.05.2007,DEVLET,Karabük,KARADENİZ,2011
KARADENİZ TEKNİK ÜNİVERSİTESİ,20.05.1955,DEVLET,Trabzon,KARADENİZ,2011
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,29.05.2007,DEVLET,Karaman,İÇ ANADOLU,2011
KASTAMONU ÜNİVERSİTESİ,17.03.2006,DEVLET,Kastamonu,KARADENİZ,2011
KIRIKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Kırıkkale,İÇ ANADOLU,2011
KIRKLARELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Kırklareli,MARMARA,2011
KİLİS 7 ARALIK ÜNİVERSİTESİ,29.05.2007,DEVLET,Kilis,GÜNEYDOĞU ANADOLU,2011
KOCAELİ ÜNİVERSİTESİ,11.07.1992,DEVLET,Kocaeli,MARMARA,2011
KOÇ ÜNİVERSİTESİ,07.03.1992,VAKIF,İstanbul,MARMARA,2011
KONYA ÜNİVERSİTESİ,21.07.2010,DEVLET,Konya,İÇ ANADOLU,2011
KTO KARATAY ÜNİVERSİTESİ,07.07.2009,VAKIF,Konya,İÇ ANADOLU,2011
MALTEPE ÜNİVERSİTESİ,15.07.1997,VAKIF,İstanbul,MARMARA,2011
MARDİN ARTUKLU ÜNİVERSİTESİ,29.05.2007,DEVLET,Mardin,GÜNEYDOĞU ANADOLU,2011
MARMARA ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2011
MEHMET AKİF ERSOY ÜNİVERSİTESİ,17.03.2006,DEVLET,Burdur,AKDENİZ,2011
MELİKŞAH ÜNİVERSİTESİ,31.07.2008,VAKIF,Kayseri,İÇ ANADOLU,2011
MERSİN ÜNİVERSİTESİ,11.07.1992,DEVLET,Mersin,AKDENİZ,2011
MEVLANA ÜNİVERSİTESİ,07.07.2009,VAKIF,Konya,İÇ ANADOLU,2011
MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,20.07.1982,DEVLET,İstanbul,MARMARA,2011
MUSTAFA KEMAL ÜNİVERSİTESİ,11.07.1992,DEVLET,Hatay,AKDENİZ,2011
MUŞ ALPARSLAN ÜNİVERSİTESİ,29.05.2007,DEVLET,Muş,DOĞU ANADOLU,2011
NAMIK KEMAL ÜNİVERSİTESİ,17.03.2006,DEVLET,Tekirdağ,MARMARA,2011
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,29.05.2007,DEVLET,Nevşehir,İÇ ANADOLU,2011
NEVŞEHİR ÜNİVERSİTESİ,29.05.2007,DEVLET,Nevşehir,İÇ ANADOLU,2011
NİĞDE ÜNİVERSİTESİ,11.07.1992,DEVLET,Niğde,İÇ ANADOLU,2011
NİŞANTAŞI ÜNİVERSİTESİ,17.09.2009,VAKIF,İstanbul,MARMARA,2011
NUH NACİ YAZGAN ÜNİVERSİTESİ,07.07.2009,VAKIF,Kayseri,İÇ ANADOLU,2011
OKAN ÜNİVERSİTESİ,18.12.1999,VAKIF,İstanbul,MARMARA,2011
ONDOKUZ MAYIS ÜNİVERSİTESİ,11.04.1975,DEVLET,Samsun,KARADENİZ,2011
ORDU ÜNİVERSİTESİ,17.03.2006,DEVLET,Ordu,KARADENİZ,2011
ORTA DOĞU TEKNİK ÜNİVERSİTESİ,15.11.1956,DEVLET,Ankara,İÇ ANADOLU,2011
OSMANİYE KORKUT ATA ÜNİVERSİTESİ,29.05.2007,DEVLET,Osmaniye,AKDENİZ,2011
ÖZYEĞİN ÜNİVERSİTESİ,18.05.2007,VAKIF,İstanbul,MARMARA,2011
PAMUKKALE ÜNİVERSİTESİ,11.07.1992,DEVLET,Denizli,EGE,2011
PİRİ REİS ÜNİVERSİTESİ,30.01.2008,VAKIF,İstanbul,MARMARA,2011
PLATO MESLEK YÜKSEKOKULU,01.01.2009,VAKIF MYO,İstanbul,MARMARA,2011
RİZE ÜNİVERSİTESİ,17.03.2006,DEVLET,Rize,KARADENİZ,2011
SABANCI ÜNİVERSİTESİ,07.06.1996,VAKIF,İstanbul,MARMARA,2011
SAKARYA ÜNİVERSİTESİ,11.07.1992,DEVLET,Sakarya,MARMARA,2011
